symbol;available_exchanges;currency_base;currency_quote
"RARI/USD";"[""Coinbase Pro""]";"RARI";"US Dollar"
"RAY/USD";"[""Binance"",""Gate.io""]";"Raydium";"US Dollar"
"RBIES/BTC";"[""YoBit""]";"Rubies";"Bitcoin"
"RBIES/USD";"[""Synthetic""]";"Rubies";"US Dollar"
"RBT/BTC";"[""YoBit""]";"Rimbit";"Bitcoin"
"RBTC/USD";"[""Synthetic""]";"RSK Smart Bitcoin";"US Dollar"
"RBT/USD";"[""Synthetic""]";"Rimbit";"US Dollar"
"RBY/BTC";"[""YoBit""]";"Rubycoin";"Bitcoin"
"RBY/USD";"[""Synthetic""]";"Rubycoin";"US Dollar"
"RC/USD";"[""Synthetic""]";"RussiaCoin";"US Dollar"
"RDD/BTC";"[""YoBit""]";"ReddCoin";"Bitcoin"
"RDD/USD";"[""Synthetic""]";"ReddCoin";"US Dollar"
"RDNT/USD";"[""Binance""]";"Radiant Capital";"US Dollar"
"REAL/USD";"[""Synthetic""]";"REAL";"US Dollar"
"REC/BTC";"[""YoBit""]";"Regalcoin";"Bitcoin"
"REC/USD";"[""YoBit""]";"Regalcoin";"US Dollar"
"RED/USD";"[""Synthetic""]";"RedCoin";"US Dollar"
"REEF/TRY";"[""Paribu""]";"Reef";"Turkish Lira"
"REEF/USD";"[""Huobi""]";"Reef";"US Dollar"
"REGA/USD";"[""Synthetic""]";"Regacoin";"US Dollar"
"RENDER/USD";"[""Binance""]";"Render Token";"US Dollar"
"REP/BTC";"[""HitBTC""]";"Augur";"Bitcoin"
"REP/ETH";"[""HitBTC""]";"Augur";"Ethereum"
"REP/EUR";"[""Kraken""]";"Augur";"Euro"
"REQ/BTC";"[""Binance""]";"Request";"Bitcoin"
"REQ/USD";"[""Gate.io""]";"Request";"US Dollar"
"RFR/USD";"[""Gate.io""]";"Refereum";"US Dollar"
"RICHX/USD";"[""Synthetic""]";"RichCoin";"US Dollar"
"RIC/USD";"[""Synthetic""]";"Riecoin";"US Dollar"
"RIDE/USD";"[""Synthetic""]";"Ride My Car";"US Dollar"
"RIF/USD";"[""Binance""]";"Rootstock Infrastructure Framework";"US Dollar"
"RISE/USD";"[""Synthetic""]";"Rise";"US Dollar"
"RIYA/USD";"[""Synthetic""]";"Etheriya";"US Dollar"
"RKC/USD";"[""Synthetic""]";"Royal Kingdom Coin";"US Dollar"
"RLC/BTC";"[""Binance"",""Upbit""]";"iExec RLC";"Bitcoin"
"RLC/ETH";"[""Binance""]";"iExec RLC";"Ethereum"
"RLC/USD";"[""Gate.io""]";"iExec RLC";"US Dollar"
"RLY/USD";"[""Gate.io""]";"Rally";"US Dollar"
"RMC/USD";"[""Synthetic""]";"Russian Miner Coin";"US Dollar"
"RMT/USD";"[""Synthetic""]";"SureRemit";"US Dollar"
"RNS/USD";"[""Synthetic""]";"Renos";"US Dollar"
"ROC/USD";"[""Synthetic""]";"Rasputin Online Coin";"US Dollar"
"RON/USD";"[""Binance""]";"Ronin";"US Dollar"
"ROSE/BTC";"[""Binance""]";"Oasis Network";"Bitcoin"
"ROSE/USD";"[""Binance"",""Kucoin""]";"Oasis Network";"US Dollar"
"RPC/USD";"[""Synthetic""]";"RonPaulCoin";"US Dollar"
"RPL/USD";"[""Binance""]";"Rocket Pool";"US Dollar"
"RSGP/BTC";"[""YoBit""]";"RSGPcoin";"Bitcoin"
"RSGP/USD";"[""Synthetic""]";"RSGPcoin";"US Dollar"
"RSR/USD";"[""Binance"",""Huobi""]";"Reserve Rights";"US Dollar"
"RUBIT/USD";"[""Synthetic""]";"RubleBit";"US Dollar"
"RUNE/BTC";"[""Binance""]";"THORChain";"Bitcoin"
"RUNE/INR";"[""Bitbns""]";"THORChain";"Indian Rupee"
"RUNE/USD";"[""Binance"",""BitMax""]";"THORChain";"US Dollar"
"RUP/BTC";"[""YoBit""]";"Rupee";"Bitcoin"
"RUP/USD";"[""YoBit""]";"Rupee";"US Dollar"
"RUPX/USD";"[""Synthetic""]";"Rupaya";"US Dollar"
"RVN/BTC";"[""Upbit""]";"Ravencoin";"Bitcoin"
"RVN/TRY";"[""Binance"",""Paribu""]";"Ravencoin";"Turkish Lira"
"RVN/USD";"[""Binance""]";"Ravencoin";"US Dollar"
"RYO/USD";"[""Synthetic""]";"Ryo Currency";"US Dollar"
"SAFE/USD";"[""Bybit""]";"Safe";"US Dollar"
"SAFEX/USD";"[""Synthetic""]";"Safe Exchange Coin";"US Dollar"
"SAGA/USD";"[""Synthetic""]";"SagaCoin";"US Dollar"
"SAND/BRL";"[""NovaDAX""]";"The Sandbox";"Brazil Real"
"SAND/BTC";"[""Binance""]";"The Sandbox";"Bitcoin"
"SAND/CAD";"[""Synthetic""]";"The Sandbox";"Canadian Dollar"
"SAND/EUR";"[""BitStamp"",""Kraken""]";"The Sandbox";"Euro"
"SANDG/USD";"[""Synthetic""]";"Save and Gain";"US Dollar"
"SAND/TRY";"[""Binance""]";"The Sandbox";"Turkish Lira"
"SAND/USD";"[""Binance"",""Huobi""]";"The Sandbox";"US Dollar"
"SANTOS/BTC";"[""Binance""]";"Santos FC Fan Token";"Bitcoin"
"SANTOS/TRY";"[""Binance""]";"Santos FC Fan Token";"Turkish Lira"
"SANTOS/USD";"[""Binance""]";"Santos FC Fan Token";"US Dollar"
"SBTC/USD";"[""YoBit""]";"Super Bitcoin";"US Dollar"
"SC/BTC";"[""HitBTC"",""Poloniex""]";"Siacoin";"Bitcoin"
"SC/ETH";"[""Binance""]";"Siacoin";"Ethereum"
"SC/EUR";"[""Kraken""]";"Siacoin";"Euro"
"SC/KRW";"[""Upbit""]";"Siacoin";"Korean Won"
"SCL/BTC";"[""YoBit""]";"Social";"Bitcoin"
"SCL/USD";"[""YoBit""]";"Social";"US Dollar"
"SCORE/USD";"[""Synthetic""]";"Scorecoin";"US Dollar"
"SCRTn/BTC";"[""Binance""]";"Secret";"Bitcoin"
"SCRTn/USD";"[""Gate.io""]";"Secret";"US Dollar"
"SCRT/USD";"[""Synthetic""]";"SecretCoin";"US Dollar"
"SCR/USD";"[""Binance""]";"Scroll";"US Dollar"
"SCS/BTC";"[""YoBit""]";"Speedcash";"Bitcoin"
"SCS/USD";"[""Synthetic""]";"Speedcash";"US Dollar"
"SC/USD";"[""Binance"",""Kraken"",""Upbit""]";"Siacoin";"US Dollar"
"SDC/USD";"[""Synthetic""]";"ShadowCash";"US Dollar"
"SDN/USD";"[""Gate.io""]";"Shiden Network";"US Dollar"
"SDP/USD";"[""Synthetic""]";"SydPak";"US Dollar"
"SDRN/USD";"[""Synthetic""]";"Senderon";"US Dollar"
"SEI/USD";"[""Binance""]";"Sei";"US Dollar"
"SEQ/USD";"[""Synthetic""]";"Sequence";"US Dollar"
"SFC/USD";"[""Synthetic""]";"Solarflarecoin";"US Dollar"
"SFP/BTC";"[""Binance""]";"SafePal";"Bitcoin"
"SFP/USD";"[""Binance""]";"SafePal";"US Dollar"
"SHA/USD";"[""Synthetic""]";"SHACoin";"US Dollar"
"SHDW/BTC";"[""YoBit""]";"Shadow Token";"Bitcoin"
"SHDW/USD";"[""Synthetic""]";"Shadow Token";"US Dollar"
"SHELL/USD";"[""Synthetic""]";"ShellCoin";"US Dollar"
"SHIB/BRL";"[""Binance"",""MercadoBitcoin""]";"Shiba Inu Brazil Real";"Brazil Real"
"SHIB/CAD";"[""Synthetic""]";"SHIBA INU";"Canadian Dollar"
"SHIB/EUR";"[""Synthetic""]";"SHIBA INU";"Euro"
"SHIB/INR";"[""Bitbns""]";"SHIBA INU";"Indian Rupee"
"SHIB/TRY";"[""Binance""]";"SHIBA INU";"Turkish Lira"
"SHIB/USD";"[""Coinbase Pro"",""Huobi""]";"SHIBA INU";"US Dollar"
"SHORTY/USD";"[""Synthetic""]";"Shorty";"US Dollar"
"SH/USD";"[""Synthetic""]";"Shilling";"US Dollar"
"SIB/BTC";"[""YoBit""]";"SIBCoin";"Bitcoin"
"SIB/USD";"[""Synthetic""]";"SIBCoin";"US Dollar"
"SIFT/USD";"[""Synthetic""]";"Smart Investment Fund Token";"US Dollar"
"SIGMA/USD";"[""Synthetic""]";"SIGMAcoin";"US Dollar"
"SINS/USD";"[""Synthetic""]";"SafeInsure";"US Dollar"
"SJCX/USD";"[""Synthetic""]";"Storjcoin X";"US Dollar"
"SKC/USD";"[""Synthetic""]";"Skeincoin";"US Dollar"
"SKL/USD";"[""Binance"",""Coinbase Pro""]";"SKALE Network";"US Dollar"
"SKM/USD";"[""Gate.io""]";"Skrumble Network";"US Dollar"
"SKR/USD";"[""Synthetic""]";"Sakuracoin";"US Dollar"
"SKY/USD";"[""Synthetic""]";"Skycoin";"US Dollar"
"SLING/USD";"[""Synthetic""]";"Sling";"US Dollar"
"SLOTH/USD";"[""Synthetic""]";"Slothcoin";"US Dollar"
"SLP/ETH";"[""Binance""]";"Smooth Love Potion";"Ethereum"
"SLP/TRY";"[""Binance""]";"Smooth Love Potion";"Turkish Lira"
"SLP/USD";"[""Binance""]";"Smooth Love Potion";"US Dollar"
"SLS/BTC";"[""YoBit""]";"SaluS";"Bitcoin"
"SLS/USD";"[""Synthetic""]";"SaluS";"US Dollar"
"SMART/USD";"[""Synthetic""]";"SmartCash";"US Dollar"
"SMC/USD";"[""Synthetic""]";"SmartCoin";"US Dollar"
"SNC/BTC";"[""Huobi""]";"SunContract";"Bitcoin"
"SNC/ETH";"[""Huobi""]";"SunContract";"Ethereum"
"SNC/USD";"[""YoBit""]";"SunContract";"US Dollar"
"SND/USD";"[""Synthetic""]";"Sand Coin";"US Dollar"
"SNL/USD";"[""Synthetic""]";"Sport and Leisure";"US Dollar"
"SNRG/USD";"[""Synthetic""]";"Synergy";"US Dollar"
"SNT/KRW";"[""Upbit""]";"Status";"Korean Won"
"SNT/USD";"[""Huobi""]";"Status";"US Dollar"
"SNX/BRL";"[""NovaDAX""]";"Synthetix";"Brazil Real"
"SNX/BTC";"[""Binance"",""Kucoin""]";"Synthetix";"Bitcoin"
"SNX/CAD";"[""Synthetic""]";"Synthetix";"Canadian Dollar"
"SNX/ETH";"[""Kucoin""]";"Synthetix Network Token";"Ethereum"
"SNX/EUR";"[""Coinbase Pro"",""Kraken""]";"Synthetix";"Euro"
"SNX/TRY";"[""BTCTurk""]";"Synthetix";"Turkish Lira"
"SNX/USD";"[""Binance"",""Coinbase Pro"",""Huobi""]";"Synthetix";"US Dollar"
"SOCC/USD";"[""Synthetic""]";"SocialCoin";"US Dollar"
"SOIL/USD";"[""Synthetic""]";"SOILcoin";"US Dollar"
"SOL/BNB";"[""Binance""]";"Solana";"Binance Coin"
"SOL/BRL";"[""Binance""]";"Solana";"Brazil Real"
"SOL/BTC";"[""Binance"",""Kraken""]";"Solana";"Bitcoin"
"SOL/CAD";"[""Synthetic""]";"Solana";"Canadian Dollar"
"SOL/EUR";"[""Binance"",""Kraken""]";"Solana";"Euro"
"SOL/GBP";"[""Coinbase Pro"",""Kraken""]";"Solana";"British Pound"
"SOL/INR";"[""Bitbns""]";"Solana";"Indian Rupee"
"SOL/KRW";"[""Bithumb"",""Upbit""]";"Solana";"Korean Won"
"SOL/TRY";"[""Binance""]";"Solana";"Turkish Lira"
"SOL/USD";"[""Binance"",""Coinbase Pro""]";"Solana";"US Dollar"
"SolvBTC/USD";"[""Uniswap""]";"SolvBTC";"US Dollar"
"SOLVE/USD";"[""Synthetic""]";"SOLVE";"US Dollar"
"SONG/BTC";"[""YoBit""]";"SongCoin";"Bitcoin"
"SONG/USD";"[""Synthetic""]";"SongCoin";"US Dollar"
"SONIC/USD";"[""Bybit""]";"Sonic SVM";"US Dollar"
"SOON/USDT";"[""Gate.io""]";"SOON";"US Dollar"
"SOUL/USD";"[""Gate.io""]";"Phantasma";"US Dollar"
"SPELL/TRY";"[""Binance""]";"Spell Token";"Turkish Lira"
"SPELL/USD";"[""Binance"",""Coinbase Pro""]";"Spell Token";"US Dollar"
"SPF/USD";"[""Synthetic""]";"SportyCo";"US Dollar"
"SPR/BTC";"[""YoBit""]";"SpreadCoin";"Bitcoin"
"SPR/USD";"[""Synthetic""]";"SpreadCoin";"US Dollar"
"SPX/USDT";"[""Bybit""]";"SPX6900";"US Dollar"
"SRCOIN/USD";"[""Synthetic""]";"SRCOIN";"US Dollar"
"SRC/USD";"[""Synthetic""]";"SecureCoin";"US Dollar"
"SRN/USD";"[""Synthetic""]";"SIRIN LABS Token";"US Dollar"
"SS/USD";"[""Synthetic""]";"Sharder";"US Dollar"
"STARL/USD";"[""Gate.io""]";"Starlink";"US Dollar"
"START/BTC";"[""YoBit""]";"Startcoin";"Bitcoin"
"START/USD";"[""Synthetic""]";"Startcoin";"US Dollar"
"STCN/USD";"[""Synthetic""]";"Stakecoin";"US Dollar"
"STEEM/BTC";"[""Binance"",""Upbit""]";"Steem";"Bitcoin"
"STEEM/ETH";"[""Binance""]";"Steem";"Ethereum"
"STEEM/KRW";"[""Upbit""]";"Steem";"Korean Won"
"STEEM/USD";"[""Synthetic""]";"Steem";"US Dollar"
"STEEP/USD";"[""Synthetic""]";"SteepCoin";"US Dollar"
"STETH/USD";"[""Bybit""]";"Lido stETH";"US Dollar"
"STG/USD";"[""Binance""]";"Stargate Finance";"US Dollar"
"STN/USD";"[""Synthetic""]";"Steneum Coin";"US Dollar"
"STORJ/BTC";"[""Binance""]";"Storj";"Bitcoin"
"STORJ/KRW";"[""Upbit""]";"Storj";"Korean Won"
"STORJ/USD";"[""Huobi"",""OKEx""]";"Storj";"US Dollar"
"STORM/USD";"[""Synthetic""]";"Storm";"US Dollar"
"STRAT/KRW";"[""Upbit""]";"Stratis";"Korean Won"
"STRK/USD";"[""Binance""]";"Starknet";"US Dollar"
"STV/USD";"[""Synthetic""]";"Sativacoin";"US Dollar"
"STX/ETH";"[""Gate.io""]";"Stox";"Ethereum"
"STXk/BTC";"[""Binance""]";"Blockstack";"Bitcoin"
"STXk/KRW";"[""Upbit""]";"Stacks";"Korean Won"
"STXk/USD";"[""Binance""]";"Blockstack";"US Dollar"
"STX/USD";"[""Gate.io""]";"Stox";"US Dollar"
"SUB/INR";"[""Bitbns""]";"Substratum";"Indian Rupee"
"SUB/USD";"[""Synthetic""]";"Substratum";"US Dollar"
"SUI/USD";"[""Binance""]";"Sui";"US Dollar"
"SUPERf/BTC";"[""Binance""]";"SuperFarm";"Bitcoin"
"SUPERf/USD";"[""Binance""]";"SuperFarm";"US Dollar"
"SUPER/USD";"[""Synthetic""]";"SuperCoin";"US Dollar"
"S/USD";"[""Binance""]";"Sonic (prev. FTM)";"US Dollar"
"SUSD/USD";"[""Gate.io""]";"sUSD";"US Dollar"
"SUSHI/BTC";"[""Binance""]";"SushiSwap";"Bitcoin"
"SUSHI/USD";"[""Binance"",""Huobi""]";"SushiSwap";"US Dollar"
"SWEAT/USD";"[""Kucoin""]";"Sweat Economy";"US Dollar"
"SWFTC/USD";"[""HitBTC"",""OKEx""]";"SwftCoin";"US Dollar"
"SWIFT/USD";"[""Synthetic""]";"Bitswift";"US Dollar"
"SWING/BTC";"[""YoBit""]";"Swing";"Bitcoin"
"SWING/USD";"[""Synthetic""]";"Swing";"US Dollar"
"SWM/USD";"[""Synthetic""]";"Swarm";"US Dollar"
"SWP/USD";"[""Synthetic""]";"Swapcoin";"US Dollar"
"SWT/BTC";"[""YoBit""]";"Swarm City";"Bitcoin"
"SWT/USD";"[""Synthetic""]";"Swarm City";"US Dollar"
"SXC/USD";"[""Synthetic""]";"Sexcoin";"US Dollar"
"SXDT/USD";"[""Synthetic""]";"Spectre.ai Dividend Token";"US Dollar"
"SXP/BTC";"[""Kucoin""]";"Swipe";"Bitcoin"
"SXP/TRY";"[""Binance""]";"Swipe";"Turkish Lira"
"SXP/USD";"[""Binance"",""Kucoin""]";"SXP";"US Dollar"
"SYNX/USD";"[""Synthetic""]";"Syndicate";"US Dollar"
"SYS/BTC";"[""Binance""]";"SysCoin";"Bitcoin"
"SYS/USD";"[""Synthetic""]";"SysCoin";"US Dollar"
"TAAS/USD";"[""Synthetic""]";"TaaS";"US Dollar"
"TAG/BTC";"[""YoBit""]";"TagCoin";"Bitcoin"
"TAG/USD";"[""Synthetic""]";"TagCoin";"US Dollar"
"TAIKO/USD";"[""Bybit""]";"Taiko";"US Dollar"
"TAJ/USD";"[""Synthetic""]";"TajCoin";"US Dollar"
"TAO/USD";"[""Binance""]";"Bittensor";"US Dollar"
"TAU/USD";"[""Synthetic""]";"Lamden";"US Dollar"
"TCHTRX/USD";"[""Synthetic""]";"ThoreCashTRX";"US Dollar"
"TCH/USD";"[""Synthetic""]";"Thore Cash";"US Dollar"
"TEAMS/USD";"[""Synthetic""]";"TokenStars";"US Dollar"
"TEK/USD";"[""Synthetic""]";"TEKcoin";"US Dollar"
"TEL/BTC";"[""Kucoin""]";"Telcoin";"Bitcoin"
"TEL/ETH";"[""Kucoin""]";"Telcoin";"Ethereum"
"TELL/USD";"[""Synthetic""]";"Tellurion";"US Dollar"
"TEL/USD";"[""Synthetic""]";"Telcoin";"US Dollar"
"TEN/IDR";"[""Indodax""]";"Tokenomy";"Indonesian Rupiah"
"TFEUL/KRW";"[""Upbit""]";"Theta Fuel";"Korean Won"
"TFUEL/BTC";"[""Binance""]";"Theta Fuel";"Bitcoin"
"TFUEL/USD";"[""Binance"",""Gate.io""]";"Theta Fuel";"US Dollar"
"THC/USD";"[""Synthetic""]";"HempCoin";"US Dollar"
"THETA/BTC";"[""Binance""]";"THETA";"Bitcoin"
"THETA/CAD";"[""Synthetic""]";"Theta Network";"Canadian Dollar"
"THETA/INR";"[""Bitbns""]";"THETA";"Indian Rupee"
"THETA/KRW";"[""Bithumb"",""Upbit""]";"THETA";"Korean Won"
"THETA/USD";"[""Binance"",""Kucoin"",""OKEx""]";"Theta Network";"US Dollar"
"THE/USD";"[""Synthetic""]";"Thore Exchange";"US Dollar"
"THS/USD";"[""Synthetic""]";"TechShares";"US Dollar"
"THX/USD";"[""Synthetic""]";"ThoreNext";"US Dollar"
"TIA/USD";"[""Binance""]";"Celestia";"US Dollar"
"TIE/USD";"[""Synthetic""]";"TIES Network";"US Dollar"
"TITn/USD";"[""Synthetic""]";"Titcoin";"US Dollar"
"TIT/USD";"[""Synthetic""]";"TittieCoin";"US Dollar"
"TKO/USD";"[""Binance""]";"Toko Token";"US Dollar"
"TLM/TRY";"[""Binance""]";"Alien Worlds";"Turkish Lira"
"TLM/USD";"[""Binance""]";"Alien Worlds";"US Dollar"
"TOA/USD";"[""Synthetic""]";"ToaCoin";"US Dollar"
"TOKC/BTC";"[""YoBit""]";"TOKYO";"Bitcoin"
"TOKC/USD";"[""YoBit""]";"TOKYO";"US Dollar"
"TOKEN/USD";"[""YoBit""]";"SwapToken";"US Dollar"
"TOK/USD";"[""Synthetic""]";"Tokugawa";"US Dollar"
"TOMO/USD";"[""Synthetic""]";"TomoChain";"US Dollar"
"TONE/USD";"[""Synthetic""]";"TE-FOOD";"US Dollar"
"TON/USD";"[""Bybit""]";"Toncoin";"US Dollar"
"TOPAZ/USD";"[""Synthetic""]";"Topaz Coin";"US Dollar"
"TOSHI/USDT";"[""Bybit""]";"Toshi";"US Dollar"
"TRAC/BTC";"[""Kucoin""]";"OriginTrail";"Bitcoin"
"TRAC/ETH";"[""Kucoin""]";"OriginTrail";"Ethereum"
"TRAC/USD";"[""Synthetic""]";"OriginTrail";"US Dollar"
"TRC/USD";"[""Synthetic""]";"Terracoin";"US Dollar"
"TRIA/USD";"[""Synthetic""]";"Triaconta";"US Dollar"
"TRIBE/USD";"[""Gate.io"",""MEXC""]";"Tribe";"US Dollar"
"TRICK/USD";"[""Synthetic""]";"TrickyCoin";"US Dollar"
"TRI/USD";"[""Synthetic""]";"Triangles";"US Dollar"
"TROLL/USD";"[""Synthetic""]";"Trollcoin";"US Dollar"
"TRUMP/USDT";"[""Binance""]";"OFFICIAL TRUMP";"US Dollar"
"TRUST/USD";"[""Synthetic""]";"TrustPlus";"US Dollar"
"TRU/USD";"[""Binance"",""Coinbase Pro""]";"TrueFi";"US Dollar"
"TRX/AUD";"[""Synthetic""]";"TRON";"Australian Dollar"
"TRX/BRL";"[""NovaDAX""]";"TRON";"Brazil Real"
"TRX/BTC";"[""Binance""]";"TRON";"Bitcoin"
"TRX/CAD";"[""Synthetic""]";"TRON";"Canadian Dollar"
"TRX/CNY";"[""Synthetic""]";"TRON";"Chinese Yuan"
"TRX/ETH";"[""Binance"",""BitMart""]";"TRON";"Ethereum"
"TRX/EUR";"[""Synthetic""]";"TRON";"Euro"
"TRX/HKD";"[""Synthetic""]";"TRON";"Hong Kong Dollar"
"TRX/ILS";"[""Synthetic""]";"TRON";"Israeli Shekel"
"TRX/INR";"[""Bitbns"",""Synthetic""]";"TRON";"Indian Rupee"
"TRX/KRW";"[""Bithumb"",""Upbit""]";"TRON";"Korean Won"
"TRX/MXN";"[""Synthetic""]";"TRON";"Mexican Peso"
"TRX/MYR";"[""Synthetic""]";"TRON";"Malaysian Ringgit"
"TRX/PLN";"[""Synthetic""]";"TRON";"Polish Zloty"
"TRX/RUB";"[""Synthetic""]";"TRON";"Russian Ruble"
"TRX/SAR";"[""Synthetic""]";"TRON";"Saudi Riyal"
"TRX/SEK";"[""Synthetic""]";"TRON";"Swedish Krona"
"TRX/TRY";"[""Binance"",""BTCTurk"",""Paribu"",""Synthetic""]";"TRON";"Turkish Lira"
"TRX/USD";"[""Binance"",""Bitrue"",""Huobi""]";"TRON";"US Dollar"
"TRX/VND";"[""Synthetic""]";"TRON";"Vietnamese Dong"
"TRX/XRP";"[""Bitrue""]";"TRON";"XRP"
"TRX/ZAR";"[""Synthetic""]";"TRON";"South African Rand"
"TTCP/USD";"[""Synthetic""]";"TTC";"US Dollar"
"TUSD/USD";"[""Binance"",""BitMart""]";"TrueUSD";"US Dollar"
"TWT/USD";"[""Binance""]";"Trust Wallet Token";"US Dollar"
"TX/BTC";"[""YoBit""]";"TransferCoin";"Bitcoin"
"TX/USD";"[""Synthetic""]";"TransferCoin";"US Dollar"
"UAHPAY/USD";"[""Synthetic""]";"UAHPay";"US Dollar"
"UBTC/BTC";"[""YoBit""]";"United Bitcoin";"Bitcoin"
"UBT/USD";"[""Synthetic""]";"Unibright";"US Dollar"
"UGC/USD";"[""Synthetic""]";"ugChain";"US Dollar"
"UIS/USD";"[""Synthetic""]";"Unitus";"US Dollar"
"UKG/USD";"[""Synthetic""]";"Unikoin Gold";"US Dollar"
"ULA/USD";"[""Synthetic""]";"Ulatech";"US Dollar"
"UMA/USD";"[""Binance"",""Coinbase Pro""]";"UMA";"US Dollar"
"UNB/USD";"[""Synthetic""]";"UnbreakableCoin";"US Dollar"
"UNIC/USD";"[""Synthetic""]";"UniCoin";"US Dollar"
"UNIFY/BTC";"[""YoBit""]";"Unify";"Bitcoin"
"UNIFY/USD";"[""Synthetic"",""YoBit""]";"Unify";"US Dollar"
"UNIs/BRL";"[""Synthetic""]";"Uniswap";"Brazil Real"
"UNIs/BTC";"[""Binance""]";"Uniswap";"Bitcoin"
"UNIs/CAD";"[""Synthetic""]";"Uniswap";"Canadian Dollar"
"UNIs/EUR";"[""Kraken""]";"Uniswap";"Euro"
"UNIs/TRY";"[""Paribu""]";"Uniswap";"Turkish Lira"
"UNIs/USD";"[""Binance"",""Huobi""]";"Uniswap";"US Dollar"
"UNIT/BTC";"[""YoBit""]";"Universal Currency";"Bitcoin"
"UNITS/USD";"[""Synthetic""]";"GameUnits";"US Dollar"
"UNIT/USD";"[""Synthetic""]";"Universal Currency";"US Dollar"
"UNI/USD";"[""Binance""]";"Uniswap";"US Dollar"
"UOS/KRW";"[""Bithumb""]";"Ultra";"Korean Won"
"UOS/USD";"[""Gate.io"",""KuCoin""]";"Ultra";"US Dollar"
"URC/USD";"[""Synthetic""]";"Unrealcoin";"US Dollar"
"URO/USD";"[""Synthetic""]";"Uro";"US Dollar"
"USC/USD";"[""Synthetic""]";"Ultimate Secure Cash";"US Dollar"
"USDB/USD";"[""Uniswap""]";"USDB";"US Dollar"
"USDC/INR";"[""Bitbns""]";"USD Coin";"Indian Rupee"
"USDC/USD";"[""Binance"",""OKEx""]";"USD Coin";"US Dollar"
"USDD/USD";"[""Gate.io"",""Huobi"",""Poloniex""]";"USDD";"US Dollar"
"USDe/USD";"[""Uniswap""]";"Ethena USDe";"US Dollar"
"USDP/CAD";"[""Synthetic""]";"Pax Dollar";"Canadian Dollar"
"USDP/USD";"[""Binance""]";"USDP Stablecoin";"US Dollar"
"USDT/BRL";"[""Binance""]";"Tether";"Brazil Real"
"USDT/CAD";"[""Kraken""]";"Tether";"Canadian Dollar"
"USDT/INR";"[""Bitbns""]";"Tether";"Indian Rupee"
"USDT/THB";"[""Bitkub"",""Satang Pro""]";"Tether";"Thai Baht"
"USDT/TRY";"[""Binance"",""BTCTurk"",""Paribu""]";"Tether";"Turkish Lira"
"USDT/USD";"[""Bitfinex"",""Kraken""]";"Tether";"US Dollar"
"USDY/USD";"[""Uniswap""]";"Ondo US Dollar Yield";"US Dollar"
"USTC/USD";"[""Huobi"",""Kraken"",""Kucoin""]";"TerraClassicUSD";"US Dollar"
"UTC/USD";"[""Synthetic""]";"UltraCoin";"US Dollar"
"UTK/USD";"[""Binance"",""Synthetic""]";"Utrust";"US Dollar"
"UTNP/USD";"[""Synthetic""]";"Universa";"US Dollar"
"VASH/USD";"[""Synthetic""]";"VPNCoin";"US Dollar"
"VC/USD";"[""Synthetic""]";"VirtualCoin";"US Dollar"
"VEC2/BTC";"[""YoBit""]";"VectorAI";"Bitcoin"
"VEC2/USD";"[""Synthetic""]";"VectorAI";"US Dollar"
"VET/AUD";"[""Synthetic""]";"VeChain";"Australian Dollar"
"VET/BNB";"[""Binance""]";"VeChain";"Binance Coin"
"VET/BTC";"[""Binance"",""BitMart"",""HitBTC""]";"VeChain";"Bitcoin"
"VET/CAD";"[""Synthetic""]";"VeChain";"Canadian Dollar"
"VET/CNY";"[""Synthetic""]";"VeChain";"Chinese Yuan"
"VET/ETH";"[""Binance"",""BitMart""]";"VeChain";"Ethereum"
"VET/EUR";"[""Binance"",""Synthetic""]";"VeChain";"Euro"
"VET/HKD";"[""Synthetic""]";"VeChain";"Hong Kong Dollar"
"VET/ILS";"[""Synthetic""]";"VeChain";"Israeli Shekel"
"VET/INR";"[""Synthetic""]";"VeChain";"Indian Rupee"
"VET/KRW";"[""Bithumb"",""Synthetic"",""Upbit""]";"VeChain";"Korean Won"
"VET/MXN";"[""Synthetic""]";"VeChain";"Mexican Peso"
"VET/MYR";"[""Synthetic""]";"VeChain";"Malaysian Ringgit"
"VET/PLN";"[""Synthetic""]";"VeChain";"Polish Zloty"
"VET/RUB";"[""Synthetic""]";"VeChain";"Russian Ruble"
"VET/SAR";"[""Synthetic""]";"VeChain";"Saudi Riyal"
"VET/SEK";"[""Synthetic""]";"VeChain";"Swedish Krona"
"VET/TRY";"[""Synthetic""]";"VeChain";"Turkish Lira"
"VET/USD";"[""Binance"",""Huobi""]";"VeChain";"US Dollar"
"VET/ZAR";"[""Synthetic""]";"VeChain";"South African Rand"
"VEX/IDR";"[""Indodax""]";"Vexanium";"Indonesian Rupiah"
"VIA/BTC";"[""YoBit""]";"Viacoin";"Bitcoin"
"VIA/USD";"[""Synthetic""]";"Viacoin";"US Dollar"
"VIBE/USD";"[""Synthetic""]";"VIBE";"US Dollar"
"VIDZ/USD";"[""Synthetic""]";"PureVidz";"US Dollar"
"VLT/BTC";"[""YoBit""]";"Veltor";"Bitcoin"
"VLT/USD";"[""Synthetic""]";"Veltor";"US Dollar"
"VOLT/BTC";"[""YoBit""]";"Bitvolt";"Bitcoin"
"VOLT/USD";"[""Synthetic""]";"Bitvolt";"US Dollar"
"VOX/USD";"[""Synthetic""]";"Voxels";"US Dollar"
